Run,ID #,count of plants,Plant,Genotype,Biotype,virus,PEMV.PCR,Counts,absorbance,log Counts,sqrt_rel_increase,Infection status,relative increase,Retain?,Bean Aphids
Two,LB2,20,Lentil,2,pea,BLRV,,1031,1.023,6.939253946,10.10445446,YES,102.1,Keep,
Two,LP2,23,Lentil,2,pea,PEMV,,1032,3.353,6.940222469,10.10940156,YES,102.2,Keep,
Two,LP2,24,Lentil,2,pea,PEMV,,2353,3.346,7.763871288,15.30686121,YES,234.3,Keep,
Two,L2,14,Lentil,2,pea,Sham,,565,0.69,6.338594078,7.449832213,YES,55.5,Drop,
Two,L2,16,Lentil,2,pea,Sham,,645,0.585,6.470799504,7.968688725,NO,63.5,Keep,
Two,LB3,33,Lentil,3,alf,BLRV,,504,0.774,6.224558429,7.028513356,YES,49.4,Keep,
Two,LB3,34,Lentil,3,alf,BLRV,,155,0.926,5.049856007,3.807886553,YES,14.5,Keep,
Two,LP3,28,Lentil,3,alf,PEMV,,274,0.353,5.616771098,5.138093031,NO,26.4,Drop,
Two,LP3,36,Lentil,3,alf,PEMV,,79,3.344,4.382026635,2.626785107,YES,6.9,Keep,
Two,L3,26,Lentil,3,alf,Sham,,801,0.726,6.687108608,8.893818078,YES,79.1,Drop,
Two,L3,30,Lentil,3,alf,Sham,,249,0.45,5.521460918,4.888762625,NO,23.9,Keep,
Two,LB4,45,Lentil,4,alf,BLRV,,193,0.964,5.267858159,4.277849927,YES,18.3,Keep,
Two,LB4,46,Lentil,4,alf,BLRV,,363,0.853,5.897153868,5.941380311,YES,35.3,Keep,
Two,LP4,40,Lentil,4,alf,PEMV,,211,0.334,5.356586275,4.483302354,NO,20.1,Drop,
Two,LP4,48,Lentil,4,alf,PEMV,,265,3.411,5.583496309,5.049752469,YES,25.5,Keep,
Two,L4,38,Lentil,4,alf,Sham,,396,0.764,5.983936281,6.212889827,YES,38.6,Drop,
Two,L4,42,Lentil,4,alf,Sham,,561,0.367,6.33150185,7.422937424,NO,55.1,Keep,
Two,LB5,55,Lentil,5,pea,BLRV,,0,0.839,0,,YES,-1,Keep,
Two,LB5,56,Lentil,5,pea,BLRV,,102,0.865,4.634728988,3.033150178,YES,9.2,Keep,
Two,LP5,59,Lentil,5,pea,PEMV,,40,3.392,3.713572067,1.732050808,YES,3,Keep,
Two,LP5,60,Lentil,5,pea,PEMV,,30,3.453,3.433987204,1.414213562,YES,2,Keep,
Two,L5,49,Lentil,5,pea,Sham,,99,0.636,4.605170186,2.983286778,YES,8.9,Drop,
Two,L5,52,Lentil,5,pea,Sham,,227,0.367,5.429345629,4.65832588,NO,21.7,Keep,
Two,PB1,7,Pea,1,pea,BLRV,,631,0.928,6.448889394,7.880355322,YES,62.1,Keep,
Two,PB1,8,Pea,1,pea,BLRV,,635,0.975,6.455198563,7.90569415,YES,62.5,Keep,
Two,PP1,11,Pea,1,pea,PEMV,,467,3.501,6.148468296,6.760177512,YES,45.7,Keep,
Two,PP1,12,Pea,1,pea,PEMV,,589,3.504,6.380122537,7.609204952,YES,57.9,Keep,
Two,P1,2,Pea,1,pea,Sham,,604,0.83,6.405228458,7.707139547,YES,59.4,Drop,
Two,P1,3,Pea,1,pea,Sham,,754,0.604,6.626717749,8.625543461,YES,74.4,Drop,
Two,PB2,19,Pea,2,pea,BLRV,,672,0.875,6.51174533,8.136338243,YES,66.2,Keep,
Two,PB2,20,Pea,2,pea,BLRV,,385,0.824,5.955837369,6.123724357,YES,37.5,Keep,
Two,PP2,23,Pea,2,pea,PEMV,,969,3.506,6.877296071,9.792854538,YES,95.9,Keep,
Two,PP2,24,Pea,2,pea,PEMV,,1192,3.519,7.084226422,10.87198234,YES,118.2,Keep,
Two,P2,15,Pea,2,pea,Sham,,893,0.559,6.795705775,9.396807969,NO,88.3,Keep,
Two,P2,16,Pea,2,pea,Sham,,2856,0.542,7.957527402,16.87009188,NO,284.6,Keep,
Two,PB3,31,Pea,3,alf,BLRV,,124,0.754,4.828313737,3.376388603,YES,11.4,Keep,
Two,PB3,32,Pea,3,alf,BLRV,,258,1.053,5.556828062,4.979959839,YES,24.8,Keep,
Two,PP3,35,Pea,3,alf,PEMV,,61,3.519,4.127134385,2.258317958,YES,5.1,Keep,
Two,PP3,36,Pea,3,alf,PEMV,,218,3.516,5.38907173,4.5607017,YES,20.8,Keep,
Two,P3,27,Pea,3,alf,Sham,,91,0.404,4.521788577,2.846049894,NO,8.1,Keep,
Two,P3,28,Pea,3,alf,Sham,,136,0.445,4.919980926,3.54964787,NO,12.6,Keep,
Two,PB4,43,Pea,4,alf,BLRV,,591,0.821,6.383506635,7.6223356,YES,58.1,Keep,
Two,PB4,44,Pea,4,alf,BLRV,,681,0.747,6.525029658,8.191458967,YES,67.1,Keep,
Two,PP4,47,Pea,4,alf,PEMV,,401,3.514,5.996452089,6.25299928,YES,39.1,Keep,
Two,PP4,48,Pea,4,alf,PEMV,,337,3.466,5.823045895,5.718391382,YES,32.7,Keep,
Two,P4,38,Pea,4,alf,Sham,,96,0.981,4.574710979,2.93257566,YES,8.6,Drop,
Two,P4,39,Pea,4,alf,Sham,,543,0.625,6.298949247,7.300684899,YES,53.3,Drop,
Two,PB5,55,Pea,5,pea,BLRV,,79,0.793,4.382026635,2.626785107,YES,6.9,Keep,
Two,PB5,56,Pea,5,pea,BLRV,,182,0.775,5.209486153,4.147288271,YES,17.2,Keep,
Two,PP5,59,Pea,5,pea,PEMV,,257,3.476,5.552959585,4.969909456,YES,24.7,Keep,
Two,PP5,60,Pea,5,pea,PEMV,,17,3.524,2.890371758,0.836660027,YES,0.7,Keep,
Two,P5,51,Pea,5,pea,Sham,,159,1.47,5.075173815,3.860051813,YES,14.9,Drop,
Two,P5,52,Pea,5,pea,Sham,,118,1.636,4.779123493,3.286335345,YES,10.8,Drop,
Two,RCB1,11,Red Clover,1,pea,BLRV,,121,0.952,4.804021045,3.33166625,YES,11.1,Keep,
Two,RCB1,12,Red Clover,1,pea,BLRV,,141,0.739,4.955827058,3.619392214,YES,13.1,Keep,
Two,RCP1,3,Red Clover,1,pea,PEMV,,25,0.482,3.258096538,1.224744871,NO,1.5,Drop,
Two,RCP1,4,Red Clover,1,pea,PEMV,,28,0.519,3.36729583,1.341640786,NO,1.8,Drop,
Two,RC1,7,Red Clover,1,pea,Sham,,342,0.558,5.837730447,5.761944116,NO,33.2,Keep,
Two,RC1,8,Red Clover,1,pea,Sham,,51,0.345,3.951243719,2.024845673,NO,4.1,Keep,
Two,RCB2,23,Red Clover,2,pea,BLRV,,0,0.75,0,,YES,-1,Keep,
Two,RCB2,24,Red Clover,2,pea,BLRV,,21,0.738,3.091042453,1.048808848,YES,1.1,Keep,
Two,RCP2,17,Red Clover,2,pea,PEMV,,59,0.479,4.094344562,2.213594362,NO,4.9,Drop,
Two,RCP2,18,Red Clover,2,pea,PEMV,,4,0.314,1.609437912,,NO,-0.6,Drop,
Two,RC2,14,Red Clover,2,pea,Sham,,86,0.7,4.465908119,2.75680975,YES,7.6,Drop,
Two,RC2,20,Red Clover,2,pea,Sham,,0,0.338,0,,NO,-1,Keep,
Two,RCB3,27,Red Clover,3,alf,BLRV,,202,0.461,5.313205979,4.38178046,NO,19.2,Drop,
Two,RCB3,28,Red Clover,3,alf,BLRV,,41,0.595,3.737669618,1.760681686,NO,3.1,Drop,
Two,RCP3,31,Red Clover,3,alf,PEMV,,232,0.389,5.451038454,4.711687596,NO,22.2,Drop,
Two,RCP3,32,Red Clover,3,alf,PEMV,,94,0.368,4.553876892,2.898275349,NO,8.4,Drop,
Two,RC3,35,Red Clover,3,alf,Sham,,36,0.493,3.610917913,1.61245155,NO,2.6,Keep,
Two,RC3,36,Red Clover,3,alf,Sham,,166,0.361,5.117993812,3.949683532,NO,15.6,Keep,
Two,RCB4,47,Red Clover,4,alf,BLRV,,52,0.764,3.970291914,2.049390153,YES,4.2,Keep,
Two,RCB4,48,Red Clover,4,alf,BLRV,,74,0.764,4.317488114,2.529822128,YES,6.4,Keep,
Two,RCP4,39,Red Clover,4,alf,PEMV,,191,0.338,5.257495372,4.254409477,NO,18.1,Drop,
Two,RCP4,40,Red Clover,4,alf,PEMV,,200,0.365,5.303304908,4.358898944,NO,19,Drop,
Two,RC4,43,Red Clover,4,alf,Sham,,373,0.55,5.924255797,6.024948133,NO,36.3,Keep,
Two,RC4,44,Red Clover,4,alf,Sham,,24,0.48,3.218875825,1.183215957,NO,1.4,Keep,
Two,RCB5,59,Red Clover,5,pea,BLRV,,452,0.632,6.115892125,6.648308055,YES,44.2,Keep,
Two,RCB5,60,Red Clover,5,pea,BLRV,,476,0.712,6.167516491,6.826419266,YES,46.6,Keep,
Two,RCP5,52,Red Clover,5,pea,PEMV,,229,0.345,5.438079309,4.679743583,NO,21.9,Drop,
Two,RCP5,53,Red Clover,5,pea,PEMV,,909,0.269,6.8134446,9.481561053,NO,89.9,Drop,
Two,RC5,56,Red Clover,5,pea,Sham,,230,0.566,5.442417711,4.69041576,NO,22,Keep,
Two,RC5,57,Red Clover,5,pea,Sham,,45,0.464,3.828641396,1.870828693,NO,3.5,Keep,
Three,,,Alfalfa,1,pea,BLRV,,1,,0.693147181,,NO,,Drop,0
Three,,,Alfalfa,1,pea,BLRV,,14,,2.708050201,,NO,,Drop,0
Three,,,Alfalfa,1,pea,Sham,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,1,pea,Sham,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,2,pea,BLRV,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,2,pea,BLRV,,96,,4.574710979,,NO,,Drop,0
Three,,,Alfalfa,2,pea,Sham,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,2,pea,Sham,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,3,alf,BLRV,,27,,3.33220451,,NO,,Drop,0
Three,,,Alfalfa,3,alf,BLRV,,42,,3.761200116,,NO,,Drop,0
Three,,,Alfalfa,3,alf,Sham,,29,,3.401197382,,NO,,Drop,0
Three,,,Alfalfa,3,alf,Sham,,107,,4.682131227,,NO,,Drop,0
Three,,,Alfalfa,4,alf,BLRV,,94,,4.553876892,,NO,,Drop,0
Three,,,Alfalfa,4,alf,BLRV,,128,,4.859812404,,NO,,Drop,0
Three,,,Alfalfa,4,alf,Sham,,33,,3.526360525,,NO,,Drop,0
Three,,,Alfalfa,4,alf,Sham,,72,,4.290459441,,NO,,Drop,0
Three,,,Alfalfa,5,pea,BLRV,,97,,4.584967479,,NO,,Drop,0
Three,,,Alfalfa,5,pea,BLRV,,13,,2.63905733,,NO,,Drop,0
Three,,,Alfalfa,5,pea,BLRV,,126,,4.844187086,,NO,,Drop,0
Three,,,Alfalfa,5,pea,Sham,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,5,pea,Sham,,0,,0,,NO,,Drop,0
Three,,,Alfalfa,5,pea,Sham,,109,,4.700480366,,NO,,Drop,0
Three,,A,Faba,1,pea,BLRV,BLRV,442,,6.09356977,,YES,,Drop,0
Three,,B,Faba,1,pea,BLRV,BLRV,104,,4.65396035,,YES,,Drop,0
Three,,A,Faba,1,pea,PEMV,,8,,2.197224577,,NO,,Drop,0
Three,,B,Faba,1,pea,PEMV,Negative,0,,0,,NO,,Drop,0
Three,,A,Faba,1,pea,Sham,Sham,461,,6.135564891,,YES,,Keep,2
Three,,B,Faba,1,pea,Sham,Sham,305,,5.723585102,,YES,,Keep,4
Three,,A,Faba,2,pea,BLRV,BLRV,247,,5.513428746,,YES,,Keep,0
Three,,B,Faba,2,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Faba,2,pea,PEMV,Negative,0,,0,,NO,,Drop,0
Three,,B,Faba,2,pea,PEMV,Negative,31,,3.465735903,,NO,,Drop,5
Three,,A,Faba,2,pea,Sham,Sham,53,,3.988984047,,YES,,Keep,0
Three,,B,Faba,2,pea,Sham,Sham,74,,4.317488114,,YES,,Keep,0
Three,,A,Faba,3,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,B,Faba,3,alf,BLRV,BLRV,433,,6.073044534,,YES,,Keep,0
Three,,A,Faba,3,alf,PEMV,Negative,604,,6.405228458,,NO,,Drop,0
Three,,B,Faba,3,alf,PEMV,Negative,48,,3.891820298,,NO,,Drop,0
Three,,A,Faba,3,alf,Sham,Sham,65,,4.189654742,,YES,,Keep,0
Three,,B,Faba,3,alf,Sham,Sham,359,,5.886104031,,YES,,Keep,0
Three,,A,Faba,4,alf,BLRV,BLRV,41,,3.737669618,,YES,,Keep,0
Three,,B,Faba,4,alf,BLRV,BLRV,35,,3.583518938,,YES,,Keep,0
Three,,A,Faba,4,alf,PEMV,Negative,305,,5.723585102,,NO,,Drop,0
Three,,B,Faba,4,alf,PEMV,Negative,259,,5.560681631,,NO,,Drop,0
Three,,A,Faba,4,alf,Sham,Sham,61,,4.127134385,,YES,,Keep,97
Three,,B,Faba,4,alf,Sham,Sham,1123,,7.02464903,,YES,,Keep,9
Three,,A,Faba,5,pea,BLRV,BLRV,151,,5.023880521,,YES,,Keep,0
Three,,B,Faba,5,pea,BLRV,BLRV,183,,5.214935758,,YES,,Keep,0
Three,,C,Faba,5,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Faba,5,pea,PEMV,Negative,119,,4.787491743,,NO,,Drop,0
Three,,B,Faba,5,pea,PEMV,Negative,682,,6.52649486,,NO,,Drop,0
Three,,C,Faba,5,pea,PEMV,,0,,0,,NO,,Drop,0
Three,,A,Faba,5,pea,Sham,Sham,32,,3.496507561,,YES,,Keep,0
Three,,B,Faba,5,pea,Sham,Sham,55,,4.025351691,,YES,,Keep,0
Three,,C,Faba,5,pea,Sham,Sham,0,,0,,YES,,Keep,0
Three,,A,Hairy Vetch,1,pea,BLRV,BLRV,136,,4.919980926,,YES,,Keep,0
Three,,B,Hairy Vetch,1,pea,BLRV,BLRV,304,,5.720311777,,YES,,Keep,0
Three,,A,Hairy Vetch,1,pea,PEMV,,1303,,7.173191742,,NO,,Drop,0
Three,,B,Hairy Vetch,1,pea,PEMV,,822,,6.712956201,,NO,,Drop,0
Three,,A,Hairy Vetch,1,pea,Sham,Sham,0,,0,,YES,,Keep,0
Three,,B,Hairy Vetch,1,pea,Sham,Sham,823,,6.71417053,,YES,,Keep,0
Three,,A,Hairy Vetch,2,pea,BLRV,BLRV,206,,5.332718793,,YES,,Keep,0
Three,,B,Hairy Vetch,2,pea,BLRV,BLRV,312,,5.746203191,,YES,,Keep,0
Three,,A,Hairy Vetch,2,pea,PEMV,,587,,6.376726948,,NO,,Drop,0
Three,,B,Hairy Vetch,2,pea,PEMV,,641,,6.464588304,,NO,,Drop,0
Three,,A,Hairy Vetch,2,pea,Sham,Sham,206,,5.332718793,,YES,,Keep,0
Three,,B,Hairy Vetch,2,pea,Sham,Sham,0,,0,,YES,,Keep,0
Three,,A,Hairy Vetch,3,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,B,Hairy Vetch,3,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Hairy Vetch,3,alf,PEMV,,645,,6.470799504,,NO,,Drop,0
Three,,B,Hairy Vetch,3,alf,PEMV,,795,,6.679599186,,NO,,Drop,0
Three,,A,Hairy Vetch,3,alf,Sham,Sham,18,,2.944438979,,YES,,Keep,0
Three,,B,Hairy Vetch,3,alf,Sham,Sham,0,,0,,YES,,Keep,0
Three,,A,Hairy Vetch,4,alf,BLRV,BLRV,3,,1.386294361,,YES,,Keep,0
Three,,B,Hairy Vetch,4,alf,BLRV,BLRV,17,,2.890371758,,YES,,Keep,0
Three,,A,Hairy Vetch,4,alf,PEMV,,363,,5.897153868,,NO,,Drop,0
Three,,B,Hairy Vetch,4,alf,PEMV,,612,,6.418364936,,NO,,Drop,0
Three,,A,Hairy Vetch,4,alf,Sham,Sham,215,,5.375278408,,YES,,Keep,0
Three,,B,Hairy Vetch,4,alf,Sham,Sham,1327,,7.19142933,,YES,,Keep,0
Three,,A,Hairy Vetch,5,pea,BLRV,BLRV,24,,3.218875825,,YES,,Keep,0
Three,,B,Hairy Vetch,5,pea,BLRV,BLRV,5,,1.791759469,,YES,,Keep,0
Three,,C,Hairy Vetch,5,pea,BLRV,BLRV,21,,3.091042453,,YES,,Keep,0
Three,,A,Hairy Vetch,5,pea,PEMV,,10,,2.397895273,,NO,,Drop,0
Three,,B,Hairy Vetch,5,pea,PEMV,,428,,6.061456919,,NO,,Drop,0
Three,,C,Hairy Vetch,5,pea,PEMV,,36,,3.610917913,,NO,,Drop,0
Three,,A,Hairy Vetch,5,pea,Sham,Sham,972,,6.880384082,,YES,,Keep,0
Three,,B,Hairy Vetch,5,pea,Sham,Sham,187,,5.236441963,,YES,,Keep,0
Three,,C,Hairy Vetch,5,pea,Sham,Sham,0,,0,,YES,,Keep,
Three,,A,Lentil,1,pea,BLRV,BLRV,190,,5.252273428,,YES,,Keep,0
Three,,B,Lentil,1,pea,BLRV,BLRV,47,,3.871201011,,YES,,Keep,0
Three,,A,Lentil,1,pea,PEMV,Positive,704,,6.558197803,,YES,,Keep,0
Three,,B,Lentil,1,pea,PEMV,Positive,388,,5.963579344,,YES,,Keep,0
Three,,A,Lentil,1,pea,Sham,Sham,36,,3.610917913,,YES,,Keep,0
Three,,B,Lentil,1,pea,Sham,Sham,171,,5.147494477,,YES,,Keep,39
Three,,A,Lentil,2,pea,BLRV,BLRV,147,,4.997212274,,YES,,Keep,0
Three,,B,Lentil,2,pea,BLRV,BLRV,63,,4.158883083,,YES,,Keep,0
Three,,A,Lentil,2,pea,PEMV,Negative,549,,6.309918278,,NO,,Drop,0
Three,,B,Lentil,2,pea,PEMV,Positive,83,,4.430816799,,YES,,Keep,0
Three,,A,Lentil,2,pea,Sham,Sham,243,,5.497168225,,YES,,Keep,0
Three,,B,Lentil,2,pea,Sham,Sham,285,,5.655991811,,YES,,Keep,0
Three,,A,Lentil,3,alf,BLRV,BLRV,26,,3.295836866,,YES,,Keep,0
Three,,B,Lentil,3,alf,BLRV,BLRV,37,,3.63758616,,YES,,Keep,0
Three,,A,Lentil,3,alf,PEMV,Negative,403,,6.001414878,,NO,,Drop,0
Three,,B,Lentil,3,alf,PEMV,Negative,98,,4.59511985,,NO,,Drop,0
Three,,A,Lentil,3,alf,Sham,Sham,297,,5.697093487,,YES,,Keep,0
Three,,B,Lentil,3,alf,Sham,Sham,0,,0,,YES,,Keep,0
Three,,A,Lentil,4,alf,BLRV,BLRV,32,,3.496507561,,YES,,Keep,0
Three,,B,Lentil,4,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Lentil,4,alf,PEMV,Negative,876,,6.776506992,,NO,,Drop,0
Three,,B,Lentil,4,alf,PEMV,Negative,501,,6.21860012,,NO,,Drop,0
Three,,A,Lentil,4,alf,Sham,Sham,81,,4.406719247,,YES,,Keep,0
Three,,B,Lentil,4,alf,Sham,Sham,0,,0,,YES,,Keep,0
Three,,A,Lentil,5,pea,BLRV,BLRV,25,,3.258096538,,YES,,Keep,0
Three,,B,Lentil,5,pea,BLRV,BLRV,6,,1.945910149,,YES,,Keep,0
Three,,C,Lentil,5,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Lentil,5,pea,PEMV,Positive,397,,5.986452005,,YES,,Keep,0
Three,,B,Lentil,5,pea,PEMV,,1009,,6.91770561,,NO,,Drop,0
Three,,C,Lentil,5,pea,PEMV,,0,,0,,NO,,Drop,0
Three,,A,Lentil,5,pea,Sham,Sham,10,,2.397895273,,YES,,Keep,3
Three,,B,Lentil,5,pea,Sham,Sham,312,,5.746203191,,YES,,Keep,5
Three,,C,Lentil,5,pea,Sham,Sham,93,,4.543294782,,YES,,Keep,0
Three,,A,Pea,1,pea,BLRV,BLRV,85,,4.454347296,,YES,,Keep,0
Three,,B,Pea,1,pea,BLRV,BLRV,51,,3.951243719,,YES,,Keep,0
Three,,A,Pea,1,pea,PEMV,Negative,204,,5.323009979,,NO,,Drop,0
Three,,B,Pea,1,pea,PEMV,Positive,1124,,7.025538315,,YES,,Keep,0
Three,,A,Pea,1,pea,Sham,Sham,58,,4.077537444,,YES,,Keep,0
Three,,B,Pea,1,pea,Sham,Sham,41,,3.737669618,,YES,,Keep,1
Three,,A,Pea,2,pea,BLRV,BLRV,137,,4.927253685,,YES,,Keep,0
Three,,B,Pea,2,pea,BLRV,BLRV,133,,4.8978398,,YES,,Keep,0
Three,,A,Pea,2,pea,PEMV,Positive,37,,3.63758616,,YES,,Keep,0
Three,,B,Pea,2,pea,PEMV,Positive,0,,0,,YES,,Keep,0
Three,,A,Pea,2,pea,Sham,Sham,76,,4.343805422,,YES,,Keep,0
Three,,B,Pea,2,pea,Sham,Sham,163,,5.099866428,,YES,,Keep,0
Three,,A,Pea,3,alf,BLRV,BLRV,33,,3.526360525,,YES,,Keep,0
Three,,B,Pea,3,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Pea,3,alf,PEMV,Positive,252,,5.533389489,,YES,,Keep,0
Three,,B,Pea,3,alf,PEMV,Negative,295,,5.690359454,,NO,,Drop,0
Three,,A,Pea,3,alf,Sham,Sham,54,,4.007333185,,YES,,Keep,0
Three,,B,Pea,3,alf,Sham,Sham,44,,3.80666249,,YES,,Keep,0
Three,,A,Pea,4,alf,BLRV,BLRV,12,,2.564949357,,YES,,Keep,0
Three,,B,Pea,4,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Pea,4,alf,PEMV,Negative,340,,5.831882477,,NO,,Drop,0
Three,,B,Pea,4,alf,PEMV,Positive,0,,0,,YES,,Keep,0
Three,,A,Pea,4,alf,Sham,Sham,68,,4.234106505,,YES,,Keep,0
Three,,B,Pea,4,alf,Sham,Sham,3,,1.386294361,,YES,,Keep,0
Three,,A,Pea,5,pea,BLRV,BLRV,26,,3.295836866,,YES,,Keep,0
Three,,B,Pea,5,pea,BLRV,BLRV,40,,3.713572067,,YES,,Keep,0
Three,,C,Pea,5,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Pea,5,pea,PEMV,Positive,1,,0.693147181,,YES,,Keep,0
Three,,B,Pea,5,pea,PEMV,Negative,598,,6.395261598,,NO,,Drop,0
Three,,C,Pea,5,pea,PEMV,Positive,0,,0,,YES,,Keep,0
Three,,A,Pea,5,pea,Sham,Sham,11,,2.48490665,,YES,,Keep,0
Three,,B,Pea,5,pea,Sham,Sham,23,,3.17805383,,YES,,Keep,0
Three,,C,Pea,5,pea,Sham,Sham,37,,3.63758616,,YES,,Keep,0
Three,,A,Red Clover,1,pea,BLRV,BLRV,0,,0,,YES,,Keep,6
Three,,B,Red Clover,1,pea,BLRV,BLRV,13,,2.63905733,,YES,,Keep,0
Three,,A,Red Clover,1,pea,PEMV,Negative,0,,0,,NO,,Drop,84
Three,,B,Red Clover,1,pea,PEMV,Negative,12,,2.564949357,,NO,,Drop,214
Three,,A,Red Clover,1,pea,Sham,Sham,2,,1.098612289,,YES,,Keep,8
Three,,B,Red Clover,1,pea,Sham,Sham,0,,0,,YES,,Keep,46
Three,,A,Red Clover,2,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,B,Red Clover,2,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Red Clover,2,pea,PEMV,Negative,12,,2.564949357,,NO,,Drop,0
Three,,B,Red Clover,2,pea,PEMV,Negative,1,,0.693147181,,NO,,Drop,0
Three,,A,Red Clover,2,pea,Sham,Sham,0,,0,,YES,,Keep,1
Three,,B,Red Clover,2,pea,Sham,Sham,2,,1.098612289,,YES,,Keep,1
Three,,A,Red Clover,3,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,B,Red Clover,3,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Red Clover,3,alf,PEMV,Negative,6,,1.945910149,,NO,,Drop,68
Three,,B,Red Clover,3,alf,PEMV,Negative,7,,2.079441542,,NO,,Drop,22
Three,,A,Red Clover,3,alf,Sham,Sham,3,,1.386294361,,YES,,Keep,0
Three,,B,Red Clover,3,alf,Sham,Sham,0,,0,,YES,,Keep,0
Three,,A,Red Clover,4,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,B,Red Clover,4,alf,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Red Clover,4,alf,PEMV,Negative,1,,0.693147181,,NO,,Drop,2
Three,,B,Red Clover,4,alf,PEMV,Negative,0,,0,,NO,,Drop,51
Three,,A,Red Clover,4,alf,Sham,Sham,0,,0,,YES,,Keep,4
Three,,B,Red Clover,4,alf,Sham,Sham,5,,1.791759469,,YES,,Keep,44
Three,,A,Red Clover,5,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,B,Red Clover,5,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,C,Red Clover,5,pea,BLRV,BLRV,0,,0,,YES,,Keep,0
Three,,A,Red Clover,5,pea,PEMV,Negative,39,,3.688879454,,NO,,Drop,0
Three,,B,Red Clover,5,pea,PEMV,,11,,2.48490665,,NO,,Drop,0
Three,,C,Red Clover,5,pea,PEMV,,0,,0,,NO,,Drop,0
Three,,A,Red Clover,5,pea,Sham,Sham,15,,2.772588722,,YES,,Keep,41
Three,,B,Red Clover,5,pea,Sham,Sham,4,,1.609437912,,YES,,Keep,6
Three,,C,Red Clover,5,pea,Sham,Sham,13,,2.63905733,,YES,,Keep,76
